"International travellers entering or returning to Canada, by type of transportation and traveller type 1",,,,,,,,,,,,,,
Frequency: Monthly,,,,,,,,,,,,,,
Table: 24-10-0053-01,,,,,,,,,,,,,,
Release date: 2025-03-21,,,,,,,,,,,,,,
"Geography: Canada, Province or territory",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Geography,Canada,,,,,,,,,,,,
Traveller type,Reference period,International travellers entering or returning to Canada,United States of America residents entering Canada,"United States of America residents, air","United States of America residents, land","United States of America residents, water","Residents of countries other than the United States of America, air","Residents of countries other than the United States of America, land","Residents of countries other than the United States of America, water",Canadian-resident visitors returning to Canada,Canadian residents returning from the United States of America,"Canadian residents returning from the United States of America, air","Canadian residents returning from the United States of America, land","Canadian residents returning from the United States of America, water"
,Nov-00,...,"755,822","248,126","507,460",236,"170,621","24,027",221,"1,259,677","969,184","468,549","499,999",636
,Dec-00,...,"850,621","274,708","575,671",242,"246,503","21,429",105,"1,167,485","832,611","401,600","430,871",140
,01-Jan,...,"619,069","213,624","405,325",120,"173,777","15,527",137,"1,568,010","995,501","499,494","495,804",203
,01-Feb,...,"751,143","226,589","524,386",168,"181,604","15,290",88,"1,359,331","873,818","479,652","393,984",182
,01-Mar,...,"849,818","258,521","590,966",331,"211,415","19,769","1,779","1,929,693","1,324,802","592,362","732,022",418
,01-Apr,...,"948,842","271,595","673,932","3,315","247,671","28,228","1,573","1,747,646","1,300,194","497,139","802,069",986
,01-May,...,"1,335,112","336,737","954,287","44,088","319,368","43,297","12,936","1,569,297","1,201,875","430,710","748,749","22,416"
,01-Jun,...,"1,968,385","465,552","1,421,059","81,774","451,605","53,705","15,680","1,371,447","1,054,186","331,770","706,445","15,971"
,01-Jul,...,"2,573,644","502,359","1,970,179","101,106","564,682","72,586","15,588","2,054,958","1,675,336","340,756","1,303,936","30,644"
,01-Aug,...,"2,687,343","508,182","2,079,838","99,323","489,473","85,737","17,819","2,223,133","1,752,515","369,305","1,352,937","30,273"
,01-Sep,...,"1,293,644","268,715","951,381","73,548","364,010","45,889","21,351","1,340,351","999,361","212,208","759,759","27,394"
,01-Oct,...,"922,331","266,211","621,102","35,018","219,169","31,036","3,641","1,154,395","863,479","306,913","549,224","7,342"
,01-Nov,...,"734,758","205,295","529,260",203,"128,932","19,371",308,"1,012,320","759,490","309,900","449,063",527
,01-Dec,...,"886,125","258,801","627,083",241,"213,861","22,165",142,"1,028,462","726,370","284,664","441,586",120
,02-Jan,...,"609,544","196,273","413,144",127,"148,746","13,877",112,"1,321,309","828,134","375,358","452,598",178
,02-Feb,...,"778,207","212,119","565,940",148,"169,723","15,775",100,"1,181,602","762,028","376,437","385,428",163
,02-Mar,...,"905,852","249,141","656,409",302,"197,308","22,794",181,"1,762,868","1,218,383","460,611","757,338",434
,02-Apr,...,"883,108","238,512","642,461","2,135","200,978","21,158",644,"1,532,714","1,105,711","409,802","694,621","1,288"
,02-May,...,"1,351,861","312,928","1,000,522","38,411","289,034","30,018","12,577","1,457,411","1,102,359","360,945","723,306","18,108"
,02-Jun,...,"1,921,046","433,226","1,414,484","73,336","384,308","39,088","14,760","1,323,368","1,009,878","276,390","711,604","21,884"
,02-Jul,...,"2,690,921","511,388","2,070,077","109,456","533,350","72,414","13,341","1,876,422","1,520,851","278,868","1,211,064","30,919"
,02-Aug,...,"2,808,101","503,581","2,198,132","106,388","443,448","71,878","14,451","2,140,316","1,675,807","323,719","1,320,235","31,853"
,02-Sep,...,"1,420,168","334,233","1,002,450","83,485","379,553","47,266","22,087","1,489,004","1,144,492","282,882","834,065","27,545"
,02-Oct,...,"1,084,329","292,505","757,413","34,411","263,228","31,504","3,232","1,317,410","1,001,179","347,088","645,058","9,033"
,02-Nov,...,"791,844","225,161","566,255",428,"156,952","20,946",354,"1,116,104","818,992","353,463","465,050",479
,02-Dec,...,"922,238","280,539","641,479",220,"236,321","18,093",206,"1,186,092","836,539","335,313","501,089",137
,03-Jan,...,"654,497","198,932","455,396",169,"166,978","14,570",97,"1,446,547","865,217","406,662","458,344",211
,03-Feb,...,"743,109","209,508","533,391",210,"172,334","15,302",48,"1,265,606","772,230","402,552","369,534",144
,03-Mar,...,"742,204","231,549","510,342",313,"174,792","17,653",130,"1,763,787","1,145,924","470,912","674,786",226
,03-Apr,...,"731,075","197,730","530,482","2,863","181,552","16,054",649,"1,384,662","981,729","371,670","609,055","1,004"
,03-May,...,"1,068,063","248,324","778,975","40,764","201,294","22,569","11,061","1,332,799","1,006,245","339,636","646,108","20,501"
,03-Jun,...,"1,618,914","404,022","1,136,716","78,176","304,123","32,625","14,667","1,307,982","1,007,472","276,006","711,418","20,048"
,03-Jul,...,"2,310,697","479,354","1,705,510","125,833","412,549","44,543","15,060","1,817,338","1,446,539","280,771","1,136,907","28,861"
,03-Aug,...,"2,465,850","446,145","1,871,507","148,198","381,268","54,468","17,616","2,183,007","1,682,939","312,793","1,337,198","32,948"
,03-Sep,...,"1,273,662","306,817","856,813","110,032","324,715","37,122","19,113","1,413,251","1,049,824","272,693","750,494","26,637"
,03-Oct,...,"1,031,166","283,262","711,287","36,617","230,203","25,796","2,906","1,349,160","1,001,651","338,686","659,507","3,458"
,03-Nov,...,"717,638","220,944","496,429",265,"139,851","15,482",456,"1,256,133","897,733","360,257","537,164",312
,03-Dec,...,"875,526","275,483","599,814",229,"217,090","17,030",162,"1,219,061","808,233","340,668","467,431",134
,04-Jan,...,"592,764","185,630","406,983",151,"153,783","13,421",71,"1,514,941","860,017","399,160","460,657",200
,04-Feb,...,"711,206","207,890","503,094",222,"169,948","14,590",62,"1,474,763","885,837","440,113","445,523",201
,04-Mar,...,"759,710","255,082","504,305",323,"176,422","18,402",118,"1,977,043","1,303,397","524,633","778,469",295
,04-Apr,...,"895,691","259,575","633,806","2,310","213,255","20,381","1,635","1,751,678","1,225,538","450,699","773,787","1,052"
,04-May,...,"1,214,201","305,652","868,237","40,312","319,564","30,913","16,590","1,636,267","1,201,765","389,296","787,815","24,654"
,04-Jun,...,"1,741,534","437,394","1,207,567","96,573","409,261","38,249","23,447","1,334,782","988,599","287,612","685,677","15,310"
,04-Jul,...,"2,625,523","538,077","1,933,892","153,554","543,581","56,864","20,056","1,973,003","1,551,277","305,701","1,216,973","28,603"
,04-Aug,...,"2,384,515","533,600","1,704,532","146,383","482,905","59,391","20,171","2,219,603","1,712,838","297,293","1,387,538","28,007"
,04-Sep,...,"1,506,938","360,435","1,024,303","122,200","403,975","53,296","27,045","1,558,704","1,140,020","303,993","803,438","32,589"
,04-Oct,...,"1,049,461","310,467","702,903","36,091","298,249","37,849","5,507","1,481,987","1,111,200","388,194","719,493","3,513"
,04-Nov,...,"722,984","248,808","473,913",263,"154,926","15,690",399,"1,338,749","976,886","401,525","575,046",315
,04-Dec,...,"882,981","289,183","593,583",215,"239,691","17,438",157,"1,333,993","899,143","395,172","503,799",172
,05-Jan,...,"585,330","213,710","371,328",292,"171,421","13,957",94,"1,717,670","974,478","477,801","496,504",173
,05-Feb,...,"725,730","237,651","487,833",246,"192,707","14,331",162,"1,531,585","922,449","466,579","455,620",250
,05-Mar,...,"789,600","258,478","530,777",345,"217,510","21,138",312,"2,210,402","1,485,931","586,264","899,231",436
,05-Apr,...,"810,954","248,498","561,067","1,389","220,290","23,560",478,"1,853,089","1,249,696","506,982","741,798",916
,05-May,...,"1,161,796","308,406","808,249","45,141","329,307","36,765","19,734","1,799,820","1,306,484","445,289","834,584","26,611"
,05-Jun,...,"1,750,683","469,390","1,191,753","89,540","450,093","46,648","21,914","1,449,017","1,061,147","321,227","725,000","14,920"
,05-Jul,...,"2,514,513","527,730","1,830,947","155,836","581,047","67,221","22,160","2,180,705","1,731,528","341,139","1,358,822","31,567"
,05-Aug,...,"2,167,280","462,024","1,569,072","136,184","483,844","77,718","21,398","2,427,942","1,856,433","375,911","1,453,286","27,236"
,05-Sep,...,"1,418,618","370,556","926,034","122,028","444,787","51,853","34,756","1,652,020","1,214,438","351,024","840,253","23,161"
,05-Oct,...,"939,982","302,024","609,032","28,926","299,019","33,627","4,206","1,547,068","1,138,687","421,013","714,324","3,350"
,05-Nov,...,"689,243","241,173","447,867",203,"173,784","18,999",583,"1,393,578","1,028,686","431,134","597,222",330
,05-Dec,...,"836,967","275,726","561,034",207,"267,360","16,839",234,"1,336,151","892,139","395,609","496,347",183
,06-Jan,...,"555,207","197,728","357,363",116,"188,512","12,600",210,"1,850,596","1,082,404","519,321","562,886",197
,06-Feb,...,"632,462","208,719","423,614",129,"188,234","14,448",141,"1,604,278","952,563","498,600","453,788",175
,06-Mar,...,"722,212","247,667","474,333",212,"210,233","20,284",133,"2,284,844","1,494,858","635,505","859,025",328
,06-Apr,...,"831,343","258,109","570,890","2,344","248,858","22,436",716,"2,081,022","1,442,734","542,168","898,528","2,038"
,06-May,...,"1,149,851","340,534","753,780","55,537","351,384","31,242","19,065","1,838,673","1,338,805","457,025","857,337","24,443"
,06-Jun,...,"1,725,335","476,605","1,141,685","107,045","448,393","43,214","24,081","1,534,217","1,106,545","342,812","746,954","16,779"
,06-Jul,...,"2,294,960","503,151","1,636,532","155,277","565,945","60,121","23,154","2,372,876","1,863,065","365,039","1,467,771","30,255"
,06-Aug,...,"2,111,749","470,084","1,497,881","143,784","509,309","65,156","20,162","2,597,868","2,003,643","410,177","1,564,876","28,590"
,06-Sep,...,"1,373,629","364,181","891,797","117,651","443,784","46,507","30,853","1,802,409","1,316,822","382,177","908,794","25,851"
,06-Oct,...,"923,904","295,218","583,249","45,437","293,785","31,521","6,878","1,677,833","1,242,003","451,454","786,492","4,057"
,06-Nov,...,"681,900","237,562","444,181",157,"175,586","16,892",278,"1,558,196","1,142,238","471,968","670,042",228
,06-Dec,...,"852,916","281,639","571,092",185,"279,940","15,543",340,"1,528,368","1,006,562","444,774","561,667",121
,07-Jan,...,"527,840","196,856","330,906",78,"189,976","13,603",153,"2,028,753","1,161,856","562,576","599,134",146
,07-Feb,...,"587,750","205,627","382,019",104,"204,310","14,030",174,"1,682,772","969,334","513,612","455,555",167
,07-Mar,...,"673,767","238,175","435,399",193,"235,038","17,540",245,"2,446,768","1,566,307","655,019","911,048",240
,07-Apr,...,"732,196","236,787","492,211","3,198","243,609","22,687",954,"2,182,933","1,490,214","569,321","919,383","1,510"
,07-May,...,"1,132,105","333,565","730,986","67,554","346,892","32,738","25,647","1,945,565","1,400,548","485,339","885,688","29,521"
,07-Jun,...,"1,727,487","460,084","1,139,816","127,587","473,597","42,755","28,144","1,663,478","1,202,027","361,072","818,840","22,115"
,07-Jul,...,"2,127,742","489,639","1,488,857","149,246","597,315","56,064","22,600","2,517,589","1,983,830","388,715","1,561,898","33,217"
,07-Aug,...,"2,142,290","469,365","1,522,488","150,437","522,000","61,573","22,688","2,921,197","2,263,414","447,060","1,782,132","34,222"
,07-Sep,...,"1,332,687","356,631","840,043","136,013","451,735","49,367","33,384","2,075,940","1,554,529","413,940","1,105,457","35,132"
,07-Oct,...,"941,148","298,981","587,224","54,943","296,613","30,575","8,675","1,951,174","1,469,376","485,490","976,403","7,483"
,07-Nov,...,"675,532","229,260","445,997",275,"187,413","18,298",176,"1,955,394","1,483,068","517,843","964,889",336
,07-Dec,...,"774,657","265,951","508,481",225,"288,551","20,088",473,"1,791,843","1,215,068","482,853","732,041",174
,08-Jan,...,"502,746","185,280","317,391",75,"198,302","16,236",86,"2,247,027","1,312,317","613,536","698,614",167
,08-Feb,...,"572,207","197,549","374,562",96,"210,930","14,676",214,"2,028,835","1,200,705","612,227","588,235",243
,08-Mar,...,"652,129","229,203","422,701",225,"232,784","19,778",273,"2,973,556","1,980,646","743,475","1,236,666",505
,08-Apr,...,"685,972","242,766","435,841","7,365","248,542","19,231","2,477","2,342,545","1,584,374","650,330","930,642","3,402"
,08-May,...,"1,100,707","316,987","716,169","67,551","377,404","35,319","28,834","2,220,208","1,615,931","541,685","1,044,560","29,686"
,08-Jun,...,"1,517,447","429,780","990,033","97,634","487,283","44,297","27,871","1,881,245","1,383,202","399,541","962,741","20,920"
,08-Jul,...,"2,027,087","476,052","1,400,267","150,768","605,274","64,164","26,096","2,605,887","2,025,636","429,277","1,563,062","33,297"
,08-Aug,...,"2,057,421","435,750","1,460,237","161,434","531,344","68,199","30,415","3,295,970","2,564,386","478,010","2,044,932","41,444"
,08-Sep,...,"1,138,513","320,143","662,645","155,725","444,399","54,219","38,457","2,002,264","1,477,271","405,401","1,034,385","37,485"
,08-Oct,...,"874,190","275,654","556,620","41,916","284,436","38,634","6,402","1,897,422","1,390,646","482,721","904,047","3,878"
,08-Nov,...,"624,941","212,754","412,049",138,"169,935","19,614",402,"1,824,881","1,300,429","509,838","790,217",374
,08-Dec,...,"750,520","268,695","481,736",89,"270,222","21,288",185,"1,714,382","1,074,667","481,779","592,770",118
,09-Jan,...,"485,387","172,516","312,804",67,"189,981","20,111",82,"2,150,972","1,148,003","563,250","584,634",119
,09-Feb,...,"532,032","179,756","352,146",130,"185,655","19,050",108,"1,952,021","1,095,938","555,823","539,909",206
,09-Mar,...,"577,361","197,503","379,691",167,"188,126","23,185",215,"2,755,173","1,718,287","678,957","1,039,051",279
,09-Apr,...,"717,462","213,929","501,368","2,165","246,443","25,042","2,407","2,365,685","1,572,227","600,634","970,341","1,252"
,09-May,...,"1,059,865","267,608","723,311","68,946","301,304","34,438","24,992","2,094,203","1,521,247","479,398","1,006,796","35,053"
,09-Jun,...,"1,357,252","377,849","867,148","112,255","405,749","40,718","24,043","1,676,280","1,198,657","355,211","818,128","25,318"
,09-Jul,...,"1,919,399","453,549","1,322,693","143,157","514,191","62,038","24,785","2,439,114","1,859,121","395,438","1,426,656","37,027"
,09-Aug,...,"1,769,528","393,749","1,228,528","147,251","448,194","68,751","23,839","3,141,355","2,420,516","497,222","1,880,046","43,248"
,09-Sep,...,"1,174,942","314,625","718,670","141,647","372,574","48,242","35,186","2,069,661","1,519,049","421,781","1,058,323","38,945"
,09-Oct,...,"814,524","254,872","514,531","45,121","257,456","33,719","12,841","1,882,718","1,379,511","504,411","870,566","4,534"
,09-Nov,...,"552,310","200,067","350,360","1,883","150,174","19,747",939,"1,873,791","1,366,818","524,056","842,288",474
,09-Dec,...,"707,171","253,661","453,324",186,"241,512","23,919",158,"1,802,417","1,174,100","522,111","651,812",177
,10-Jan,...,"453,589","167,074","286,423",92,"176,118","19,746",92,"2,312,958","1,317,763","631,860","685,774",129
,10-Feb,...,"543,264","189,106","353,949",209,"195,627","22,457",131,"2,033,020","1,197,624","604,099","593,269",256
,10-Mar,...,"587,924","218,197","369,541",186,"202,951","31,982",196,"2,876,412","1,866,537","745,843","1,120,368",326
,10-Apr,...,"689,321","225,643","460,069","3,609","225,534","32,748","2,367","2,618,728","1,788,566","694,743","1,091,888","1,935"
,10-May,...,"978,955","273,232","643,986","61,737","315,596","47,918","24,318","2,444,019","1,791,187","593,098","1,173,686","24,403"
,10-Jun,...,"1,428,135","412,789","897,805","117,541","442,904","55,572","25,056","1,897,711","1,364,219","440,953","906,978","16,288"
,10-Jul,...,"2,032,056","461,080","1,428,322","142,654","545,692","75,575","23,982","2,825,820","2,183,318","473,246","1,676,764","33,308"
,10-Aug,...,"1,767,173","413,470","1,218,648","135,055","499,345","79,703","23,517","3,394,714","2,643,662","533,275","2,072,952","37,435"
,10-Sep,...,"1,201,021","330,444","735,848","134,729","399,738","51,250","46,317","2,262,943","1,648,777","478,043","1,137,099","33,635"
,10-Oct,...,"863,664","287,287","525,832","50,545","279,572","30,970","13,420","2,161,113","1,564,664","567,449","990,970","6,245"
,10-Nov,...,"599,225","229,515","369,533",177,"159,163","19,699",252,"2,097,445","1,523,335","582,354","940,575",406
,10-Dec,...,"726,517","257,274","469,114",129,"255,102","23,764",181,"1,967,651","1,285,965","565,070","720,740",155
,11-Jan,...,"460,959","181,821","279,050",88,"185,091","20,005",125,"2,464,431","1,397,167","677,145","719,722",300
,11-Feb,...,"496,812","177,090","319,623",99,"174,942","17,517",91,"2,167,181","1,277,920","642,737","634,942",241
,11-Mar,...,"568,409","225,670","342,628",111,"187,673","21,822",137,"3,034,753","1,961,104","824,828","1,136,054",222
,11-Apr,...,"694,587","225,410","466,789","2,388","253,979","26,918","1,070","2,843,838","1,948,784","764,494","1,182,514","1,776"
,11-May,...,"970,321","307,428","604,854","58,039","333,527","41,071","25,448","2,562,425","1,865,709","631,495","1,206,334","27,880"
,11-Jun,...,"1,460,382","431,982","899,654","128,746","451,497","51,092","29,748","2,008,673","1,452,389","477,690","957,125","17,574"
,11-Jul,...,"1,945,869","451,688","1,368,811","125,370","565,931","71,081","26,959","3,033,828","2,375,902","537,413","1,800,309","38,180"
,11-Aug,...,"1,673,769","396,753","1,154,623","122,393","504,348","72,827","26,899","3,556,509","2,779,960","602,222","2,140,151","37,587"
,11-Sep,...,"1,180,189","331,905","735,259","113,025","419,383","54,163","43,679","2,413,559","1,775,065","531,546","1,215,020","28,499"
,11-Oct,...,"824,728","267,950","508,264","48,514","282,589","32,753","10,818","2,210,914","1,621,699","593,528","1,022,656","5,515"
,11-Nov,...,"582,835","215,137","367,599",99,"167,709","19,942",110,"2,130,260","1,552,405","606,298","945,811",296
,11-Dec,...,"738,083","240,077","497,823",183,"274,979","22,999",120,"2,018,811","1,328,657","582,507","746,015",135
,12-Jan,...,"462,324","182,378","279,765",181,"194,874","19,766",231,"2,637,644","1,526,486","727,967","798,352",167
,12-Feb,...,"535,229","193,390","341,766",73,"189,821","21,429",97,"2,346,563","1,388,476","707,515","680,673",288
,12-Mar,...,"603,332","225,366","377,843",123,"219,507","25,236",129,"3,234,388","2,084,173","869,034","1,214,717",422
,12-Apr,...,"715,863","243,085","470,438","2,340","254,524","25,625","1,698","2,957,706","2,011,755","779,547","1,230,153","2,055"
,12-May,...,"995,656","306,729","637,274","51,653","332,522","40,098","24,380","2,512,504","1,814,170","616,810","1,162,920","34,440"
,12-Jun,...,"1,532,513","433,158","972,063","127,292","458,091","49,146","27,884","2,177,665","1,582,659","485,058","1,073,769","23,832"
,12-Jul,...,"1,844,177","459,896","1,275,904","108,377","549,771","75,914","27,111","3,205,310","2,524,311","532,473","1,953,077","38,761"
,12-Aug,...,"1,853,382","438,172","1,306,657","108,553","494,058","73,932","27,220","3,756,123","2,944,883","603,596","2,301,900","39,387"
,12-Sep,...,"1,159,873","341,397","705,324","113,152","395,458","55,937","46,960","2,611,387","1,942,212","527,193","1,380,134","34,885"
,12-Oct,...,"829,492","288,888","493,091","47,513","282,427","35,389","9,671","2,321,927","1,720,814","609,815","1,103,245","7,754"
,12-Nov,...,"596,760","214,033","382,623",104,"171,569","21,693",292,"2,253,483","1,649,867","618,667","1,030,854",346
,12-Dec,...,"758,349","269,122","489,151",76,"280,128","24,323",152,"2,252,568","1,507,539","613,745","893,605",189
,13-Jan,...,"455,779","162,315","293,409",55,"186,506","20,111",65,"2,630,158","1,578,899","740,666","838,128",105
,13-Feb,...,"503,691","165,905","337,706",80,"195,457","20,293",510,"2,397,530","1,490,862","723,981","766,686",195
,13-Mar,...,"638,471","203,516","434,778",177,"229,315","25,238",166,"3,459,740","2,318,442","904,055","1,413,859",528
,13-Apr,...,"604,036","197,619","404,661","1,756","243,234","26,014",794,"2,967,632","2,021,386","826,327","1,193,209","1,850"
,13-May,...,"965,805","268,593","648,478","48,734","348,007","40,314","22,565","2,660,689","1,947,543","655,019","1,263,717","28,807"
,13-Jun,...,"1,424,678","378,705","941,958","104,015","463,693","51,849","29,858","2,279,678","1,682,737","510,805","1,146,883","25,049"
,13-Jul,...,"1,833,072","433,525","1,274,069","125,478","569,826","62,968","26,934","3,149,366","2,463,891","559,986","1,863,415","40,490"
,13-Aug,...,"1,882,060","404,830","1,347,958","129,272","544,155","73,216","32,204","3,860,849","3,016,027","637,004","2,331,955","47,068"
,13-Sep,...,"1,066,708","314,003","646,444","106,261","420,219","54,386","42,527","2,593,743","1,915,969","555,908","1,320,393","39,668"
,13-Oct,...,"807,908","257,940","508,090","41,878","284,607","38,896","7,639","2,353,678","1,739,569","631,032","1,103,551","4,986"
,13-Nov,...,"585,462","194,709","390,652",101,"178,526","23,776",281,"2,287,933","1,634,494","660,482","973,702",310
,13-Dec,...,"709,954","239,182","470,548",224,"292,351","24,717",501,"2,355,498","1,597,174","651,828","945,175",171
,14-Jan,...,"450,103","161,568","288,484",51,"208,763","21,013",74,"2,707,205","1,585,081","755,851","829,052",178
,14-Feb,...,"483,157","165,605","317,503",49,"198,920","19,714",77,"2,438,987","1,470,587","764,280","706,150",157
,14-Mar,...,"553,030","202,916","349,977",137,"211,400","24,914",173,"3,417,918","2,201,883","934,500","1,267,088",295
,14-Apr,...,"662,708","209,928","451,251","1,529","280,837","31,079","1,220","3,043,303","2,050,595","812,533","1,236,514","1,548"
,14-May,...,"992,697","293,771","646,828","52,098","368,405","47,100","27,168","2,762,092","1,948,623","693,681","1,223,226","31,716"
,14-Jun,...,"1,402,535","409,699","903,517","89,319","506,218","59,335","30,337","2,399,418","1,726,288","529,323","1,173,522","23,443"
,14-Jul,...,"1,840,827","468,524","1,262,190","110,113","636,637","75,793","29,232","3,092,020","2,334,314","553,605","1,745,305","35,404"
,14-Aug,...,"1,889,787","423,053","1,344,151","122,583","612,393","84,851","32,540","3,976,787","3,025,538","647,698","2,333,119","44,721"
,14-Sep,...,"1,074,367","330,791","629,192","114,384","455,347","66,298","47,914","2,544,051","1,804,573","562,370","1,206,040","36,163"
,14-Oct,...,"863,729","283,295","531,507","48,927","320,972","45,475","8,377","2,399,773","1,709,192","649,744","1,050,336","9,112"
,14-Nov,...,"564,599","208,380","356,081",138,"194,937","23,744",747,"2,405,556","1,661,606","675,225","985,107","1,274"
,14-Dec,...,"745,642","259,294","486,204",144,"316,772","24,778",212,"2,339,043","1,495,411","664,476","830,810",125
,15-Jan,...,"477,371","173,342","303,974",55,"214,228","21,423",74,"2,784,109","1,566,951","796,276","770,509",166
,15-Feb,...,"508,802","177,937","330,776",89,"226,732","20,936",80,"2,448,082","1,419,546","773,673","645,616",257
,15-Mar,...,"594,209","216,624","376,397","1,188","234,459","24,724",237,"3,392,476","2,077,148","925,059","1,150,205","1,884"
,15-Apr,...,"721,645","246,880","472,736","2,029","276,827","31,064","1,446","3,018,410","1,921,658","828,793","1,085,518","7,347"
,15-May,...,"1,096,006","337,281","708,494","50,231","402,923","52,756","29,315","2,745,290","1,834,424","650,477","1,154,466","29,481"
,15-Jun,...,"1,618,474","475,864","1,057,263","85,347","535,109","63,038","31,566","2,217,826","1,485,644","488,798","980,865","15,981"
,15-Jul,...,"2,075,835","539,170","1,428,380","108,285","684,310","85,997","34,670","3,017,017","2,165,295","539,019","1,591,457","34,819"
,15-Aug,...,"1,884,253","483,144","1,291,400","109,709","615,902","89,171","36,057","3,578,159","2,478,003","601,190","1,837,381","39,432"
,15-Sep,...,"1,270,000","370,662","790,023","109,315","508,453","65,305","48,672","2,394,492","1,595,420","524,946","1,037,102","33,372"
,15-Oct,...,"930,694","311,714","573,693","45,287","334,754","48,937","8,105","2,271,349","1,464,844","594,819","860,378","9,647"
,15-Nov,...,"642,019","237,317","404,302",400,"199,379","24,928","2,457","2,230,130","1,426,837","645,347","778,878","2,612"
,15-Dec,...,"849,528","291,141","556,918","1,469","328,308","25,802",305,"2,168,105","1,263,382","599,868","662,244","1,270"
,16-Jan,...,"536,185","204,815","331,309",61,"237,403","23,060",52,"2,689,886","1,356,146","713,516","642,505",125
,16-Feb,...,"625,767","240,007","385,653",107,"245,400","22,803",102,"2,346,596","1,230,191","701,928","528,072",191
,16-Mar,...,"768,588","283,568","484,805",215,"261,356","27,957",109,"3,126,340","1,797,979","844,427","953,097",455
,16-Apr,...,"805,860","283,665","516,974","5,221","297,591","33,000","2,479","2,749,148","1,608,972","751,810","848,696","8,466"
,16-May,...,"1,164,428","384,089","721,229","59,110","421,027","54,603","33,875","2,621,041","1,691,059","638,931","1,022,952","29,176"
,16-Jun,...,"1,684,163","553,336","1,031,985","98,842","612,694","63,919","34,184","2,088,119","1,375,143","501,197","858,502","15,444"
,16-Jul,...,"2,306,960","623,185","1,557,162","126,613","820,924","89,345","38,301","2,886,001","2,018,513","534,403","1,452,309","31,801"
,16-Aug,...,"1,950,223","532,549","1,311,951","105,723","752,996","88,890","34,662","3,420,543","2,340,211","628,672","1,677,682","33,857"
,16-Sep,...,"1,415,326","448,043","841,580","125,703","591,869","68,762","53,298","2,512,552","1,636,929","554,492","1,048,814","33,623"
,16-Oct,...,"1,011,256","355,471","593,294","62,491","408,252","52,955","13,790","2,401,938","1,557,322","638,771","905,945","12,606"
,16-Nov,...,"712,032","268,855","443,049",128,"240,206","25,957",224,"2,214,013","1,404,973","661,278","743,303",392
,16-Dec,...,"911,012","334,889","576,042",81,"400,269","27,067",139,"2,221,555","1,270,061","640,852","629,107",102
,17-Jan,...,"566,679","230,181","336,428",70,"285,516","23,371",96,"2,834,493","1,473,657","778,546","695,013",98
,17-Feb,...,"619,283","230,697","388,500",86,"270,805","22,533",75,"2,452,973","1,289,479","736,362","552,927",190
,17-Mar,...,"724,864","292,143","432,587",134,"295,550","25,655",73,"3,256,981","1,842,583","928,910","913,442",231
,17-Apr,...,"880,234","316,451","558,334","5,449","396,800","33,959","2,586","3,044,370","1,848,622","842,062","998,221","8,339"
,17-May,...,"1,150,678","393,635","705,663","51,380","476,400","51,125","30,641","2,556,055","1,604,122","665,645","912,758","25,719"
,17-Jun,...,"1,810,837","603,727","1,099,522","107,588","670,614","66,743","41,307","2,260,003","1,463,017","604,742","843,680","14,595"
,17-Jul,...,"2,263,643","626,159","1,520,286","117,198","870,296","81,772","37,188","2,998,597","2,122,836","638,128","1,457,730","26,978"
,17-Aug,...,"2,045,974","564,322","1,367,582","114,070","795,519","82,751","38,187","3,537,945","2,455,017","696,547","1,727,488","30,982"
,17-Sep,...,"1,442,100","440,421","856,478","145,201","626,617","71,421","65,085","2,612,488","1,732,955","643,160","1,056,887","32,908"
,17-Oct,...,"1,059,752","386,927","600,857","71,968","449,714","52,638","18,813","2,485,561","1,684,432","736,398","935,110","12,924"
,17-Nov,...,"755,753","309,961","445,682",110,"271,845","32,049",398,"2,357,263","1,553,199","791,081","761,846",272
,17-Dec,...,"921,886","346,563","575,289",34,"425,964","27,242",133,"2,333,297","1,423,295","746,025","677,236",34
,18-Jan,...,"570,637","244,821","325,762",54,"293,447","21,833",49,"2,843,166","1,570,201","867,115","702,999",87
,18-Feb,...,"643,435","251,450","391,911",74,"313,935","23,021",75,"2,546,633","1,437,970","846,922","590,895",153
,18-Mar,...,"825,963","311,481","514,304",178,"334,015","27,669",208,"3,450,688","2,063,010","1,033,303","1,029,406",301
,18-Apr,...,"773,422","283,468","479,047","10,907","336,315","30,646","4,447","3,188,485","1,998,703","952,279","1,040,212","6,212"
,18-May,...,"1,194,635","355,413","750,295","88,927","484,560","59,433","35,085","2,717,270","1,796,144","770,031","998,744","27,369"
,18-Jun,...,"1,912,850","542,253","1,192,567","178,030","682,862","70,037","40,194","2,279,525","1,527,987","613,024","897,959","17,004"
,18-Jul,...,"2,240,828","600,420","1,514,010","126,398","831,780","101,861","35,780","3,043,377","2,165,980","648,021","1,489,349","28,610"
,18-Aug,...,"2,168,304","555,212","1,488,713","124,379","769,361","111,561","40,482","3,531,416","2,458,457","731,270","1,690,951","36,236"
,18-Sep,...,"1,363,666","432,935","802,363","128,368","629,486","69,499","65,124","2,607,656","1,739,771","682,449","1,024,648","32,674"
,18-Oct,...,"1,032,192","374,370","590,731","67,091","431,362","75,490","12,996","2,427,107","1,654,927","797,302","846,572","11,053"
,18-Nov,...,"770,223","301,557","468,525",141,"260,843","41,295",289,"2,350,653","1,562,297","837,992","724,085",220
